_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,truth_response,truth_response:confidence,hypothesis,premise,truth_response_gold
679987342,finalized,5,2/22/15 2:04,yes,0.8005,snowboarder flies.,a snowboarder rides a rail on the cement handrail of steps with snow all around.,
679987343,finalized,5,2/22/15 1:44,yes,1,snowboarder flies.,in the snow a person on a board traverses down a concrete wall beside bleachers.,
679987344,finalized,5,2/22/15 2:01,yes,0.808,snowboarder flies.,a snowboarder is grinding down a long concrete rail.,
679987345,finalized,5,2/22/15 0:45,yes,1,snowboarder flies.,a person doing a trick on a snowboard.,
679987346,finalized,5,2/22/15 1:28,no,0.8013,a man breakdancing.,"a man with a goatee, glasses, hate with wings is examining what looks to be some kind of sound equipment.",
679987347,finalized,5,2/22/15 1:52,no,1,a man breakdancing.,a man wearing a cap and glasses is fixing the seat of a bicycle.,
679987348,finalized,5,2/22/15 1:52,no,0.6236,a man breakdancing.,a man with a biking cap is fixing the saddle on a bicycle,
679987349,finalized,5,2/22/15 2:01,no,0.8244,a man breakdancing.,a man tinkers with a bicycle seat.,
679987350,finalized,5,2/22/15 0:25,yes,0.601,light brown dog running.,the yellow dog is running next to a bush on a path in the grass.,
679987351,finalized,5,2/22/15 1:38,yes,0.8166,light brown dog running.,a beige dog runs through the shrubbery toward the camera.,
679987352,finalized,5,2/22/15 0:55,no,0.4116,light brown dog running.,a blond dog runs down a path next to a rhododendron.,
679987353,finalized,5,2/22/15 0:58,yes,0.8096,light brown dog running.,the dog is running through the yard.,
679987354,finalized,5,2/22/15 2:15,no,0.8101,a hiker sitting.,a little girl is eating cake and strawberries at a wooden table.,
679987355,finalized,5,2/22/15 1:23,no,0.6167,a hiker sitting.,a girl wearing a halter top eats cake at a table.,
679987356,finalized,5,2/22/15 1:34,no,0.416,a hiker sitting.,the little girl is eating outdoors.,
679987357,finalized,5,2/22/15 1:11,no,1,a hiker sitting.,a little girl holds up her plate.,
679987358,finalized,5,2/22/15 2:07,no,0.7882,a woman rollerskating.,"four women grouped together, three of them looking at the camera and one of them standing, in a backyard.",
679987359,finalized,5,2/22/15 1:36,no,0.7804,a woman rollerskating.,four women sitting on green outdoor furniture on a patio with a small doghouse in the backdrop.,
679987360,finalized,5,2/22/15 0:40,no,1,a woman rollerskating.,5 girls sitting around a green patio set outside on the deck.,
679987361,finalized,5,2/22/15 0:46,no,1,a woman rollerskating.,four women are on a porch.,
679987362,finalized,5,2/22/15 1:34,yes,0.8031,some men jumping.,people in a bounce house shaped like a castle with several people sitting and watching.,
679987363,finalized,5,2/22/15 1:21,no,0.4111,some men jumping.,a large grassy field with a children's jumping castle.,
679987364,finalized,5,2/22/15 0:35,no,0.5869,some men jumping.,two boys bounce in a castle shaped bounce house.,
679987365,finalized,5,2/22/15 1:55,yes,0.5811,some men jumping.,kids play in a blow up playground.,
679987366,finalized,5,2/22/15 0:50,no,1,a man cooking.,a man wearing a coat and floppy hat pushes a blue shopping cart full of bags.,
679987367,finalized,5,2/22/15 1:02,no,1,a man cooking.,a homeless man pushes an overfilled plastic blue shopping cart.,
679987368,finalized,5,2/22/15 0:40,no,1,a man cooking.,old man in a dark coat pushing a cart filled with sacks.,
679987369,finalized,5,2/22/15 1:48,no,1,a man cooking.,a man pushes a shopping cart full of aluminum cans.,
679987370,finalized,5,2/22/15 1:20,no,0.619,a man conversing with man.,a heavyset couple sitting in lawn chairs on the grass with a brown dog at their feet.,
679987371,finalized,5,2/22/15 1:19,no,0.4363,a man conversing with man.,some people in a park with a dog and folding chairs.,
679987372,finalized,5,2/22/15 2:09,unk,0.4124,a man conversing with man.,people sitting in chairs while dog lies in grass,
679987373,finalized,5,2/22/15 0:35,no,0.6026,a man conversing with man.,people sit in chairs at a park with a dog.,
679987374,finalized,5,2/22/15 1:56,no,0.806,the player jumps.,a dog standing up on two legs with something in his mouth.,
679987375,finalized,5,2/22/15 0:29,no,0.7904,the player jumps.,a dog is jumping up in the air to catch a toy.,
679987376,finalized,5,2/22/15 0:35,no,1,the player jumps.,dog jumping up with something in its mouth.,
679987377,finalized,5,2/22/15 1:46,no,0.8262,the player jumps.,a blurry dog inside on a carpet.,
679987378,finalized,5,2/22/15 1:46,no,0.8223,a parent walk.,a bald policeman is walking with a german shepherd dog by a metal crowd control barrier.,
679987379,finalized,5,2/22/15 2:06,no,0.4261,a parent walk.,a policeman walks away from a gate with a large brown and black dog.,
679987380,finalized,5,2/22/15 1:10,no,0.8063,a parent walk.,the policeman walks with his german shepherd.,
679987381,finalized,5,2/22/15 0:35,no,1,a parent walk.,a policeman is next to his german shepherd.,
679987382,finalized,5,2/22/15 1:43,no,0.4146,a child has food.,a young girl with long brown hair holding a black and red striped stick.,
679987383,finalized,5,2/22/15 0:31,no,0.8131,a child has food.,a soft focus picture of a little girl wearing an orange sweater.,
679987384,finalized,5,2/22/15 0:59,no,0.8195,a child has food.,a girl wearing an orange shirt holds onto poles and looks down.,
679987385,finalized,5,2/22/15 0:57,no,0.8029,a child has food.,the girl in the red shirt smiles on the swing.,
679987386,finalized,5,2/22/15 0:54,no,1,children walking.,a boy in a red hooded-coat is riding a pool broom like a horse in an empty pool.,
679987387,finalized,5,2/22/15 2:04,yes,0.8307,children walking.,the child in raingear is dragging a broom through a puddle.,
679987388,finalized,5,2/22/15 1:56,unk,0.5939,children walking.,a little kid in a red jacket riding a broom like a horse.,
679987389,finalized,5,2/22/15 1:50,no,0.7915,children walking.,boy in raincoat straddle stick outside.,
679987390,finalized,5,2/22/15 0:22,no,1,two men jumping.,a man in a hooded sweatshirt and a black hat with the words 'probuilt' stitched across is using a handsaw on wood for a construction project.,
679987391,finalized,5,2/22/15 1:10,no,1,two men jumping.,a skillful construction worker sits high on a ledge while using a circular saw to trim wood to the precise size.,
679987392,finalized,5,2/22/15 1:50,no,1,two men jumping.,a man is making a cut on a piece of board with an electrical saw.,
679987393,finalized,5,2/22/15 1:00,no,1,two men jumping.,a man performing dangerous job duties.,
679987394,finalized,5,2/22/15 2:25,no,0.6203,a boy kneeling.,"a girl in a blue dress stands on a wooden plank that's affixed to a tree, staring downward while maintaining her balance.",
679987395,finalized,5,2/22/15 1:18,no,0.8098,a boy kneeling.,a little girl in a blue dress climbing on some old wood.,
679987396,finalized,5,2/22/15 1:07,no,1,a boy kneeling.,a little girl ventures on a collapsed tree house.,
679987397,finalized,5,2/22/15 1:54,no,0.8249,a boy kneeling.,a young girl climbs the supported tree.,
679987398,finalized,5,2/22/15 1:55,no,1,a man reading.,two older women in bathing suits are intrigued by a man walking down the stairs with a white parachute over his head.,
679987399,finalized,5,2/22/15 0:43,no,1,a man reading.,two women in bathing suits watching people on the steps with a huge white bubble.,
679987400,finalized,5,2/22/15 1:56,no,0.8256,a man reading.,two women in swimsuits by a bench are staring up at a giant white balloon.,
679987401,finalized,5,2/22/15 1:26,no,1,a man reading.,old people sitting on a bench staring at a odd shaped balloon.,
679987402,finalized,5,2/22/15 0:38,no,1,a child and child walking.,a little girl in a red jumpsuit is posing in a tree she has climbed.,
679987403,finalized,5,2/22/15 0:29,no,1,a child and child walking.,"a young, blond girl is sitting in a tree in a snowy environment.",
679987404,finalized,5,2/22/15 0:49,no,1,a child and child walking.,"this girl is clad in a red snowsuit, climbing a tree.",
679987405,finalized,5,2/22/15 0:45,no,1,a child and child walking.,little girl in a tree during the winter.,
679987406,finalized,5,2/22/15 0:53,no,0.7925,animals rope an animal.,a cowboy at a rodeo is roping a cow while riding a horse.,
679987407,finalized,5,2/22/15 0:44,no,0.7901,animals rope an animal.,on horseback a man attempts to rope a young bull.,
679987408,finalized,5,2/22/15 0:29,no,1,animals rope an animal.,a cowboy is roping a steer while riding a horse.,
679987409,finalized,5,2/22/15 1:50,yes,0.5931,animals rope an animal.,a man on a horse lassos a cow.,
679987410,finalized,5,2/22/15 0:25,no,1,a child pushes a child on a swing.,a little boy in a red striped shirt on a blue couch pulling out all the pillows.,
679987411,finalized,5,2/22/15 1:21,no,1,a child pushes a child on a swing.,a young boy is inside a couch cushion with stuffing hanging out.,
679987412,finalized,5,2/22/15 1:25,no,1,a child pushes a child on a swing.,a little boy in a plaid shirt looks up as he lays on a blue sofa,
679987413,finalized,5,2/22/15 1:21,no,1,a child pushes a child on a swing.,a child is sitting on a couch with a ripped cushion.,
679987414,finalized,5,2/22/15 0:57,no,1,women cheerleading.,"an old woman wearing a pink, floral dress is walking while holding a magazine under her arm.",
679987415,finalized,5,2/22/15 1:13,no,1,women cheerleading.,an elderly woman wearing a pink floral dress carrying some magazines.,
679987416,finalized,5,2/22/15 2:05,no,0.8145,women cheerleading.,an elderly woman dressed in pink is walking and clutching a magazine.,
679987417,finalized,5,2/22/15 1:51,no,1,women cheerleading.,an elderly woman in a pink dress carrying a magazine.,
679987418,finalized,5,2/22/15 1:21,yes,0.6231,a man walking behind a truck.,a man in a white t-shirt is walking past 2 graffiti paintings on the wall.,
679987419,finalized,5,2/22/15 0:38,unk,0.7878,a man walking behind a truck.,man in light shirt and blue jeans walking by graffiti.,
679987420,finalized,5,2/22/15 2:04,no,0.443,a man walking behind a truck.,man running next to artwork wall.,
679987421,finalized,5,2/22/15 0:55,unk,0.5974,a man walking behind a truck.,a man walking down the street.,
679987422,finalized,5,2/22/15 1:46,no,0.597,a man celebrating.,three men all dressed in red shirts and jeans are sitting in front of a building enjoying some beers.,
679987423,finalized,5,2/22/15 1:45,no,0.594,a man celebrating.,"a group of three bald men in red sitting on a railing, smoking and talking.",
679987424,finalized,5,2/22/15 1:28,no,0.7983,a man celebrating.,three bald men wearing red look on.,
679987425,finalized,5,2/22/15 2:03,no,0.4262,a man celebrating.,three guys are wearing red shirts.,
679987426,finalized,5,2/22/15 1:59,no,0.5893,men looking at man.,a person is half submerged in water in their yellow kayak.,
679987427,finalized,5,2/22/15 1:28,no,1,men looking at man.,a woman has positioned her kayak nose down in the water.,
679987428,finalized,5,2/22/15 0:38,no,0.815,men looking at man.,a person in a canoe is rafting in wild waters.,
679987429,finalized,5,2/22/15 1:15,no,0.8127,men looking at man.,a kayaker plungles into the river.,
679987430,finalized,5,2/22/15 0:50,no,0.8261,a lady dancing.,a woman wearing a black tank top and a cross necklace stares off into the distance near sunset.,
679987431,finalized,5,2/22/15 2:19,no,1,a lady dancing.,a woman with long blond-hair walks in front of a parked white car.,
679987432,finalized,5,2/22/15 2:09,no,0.8215,a lady dancing.,a blond woman shows her profile in front of a white luxury car.,
679987433,finalized,5,2/22/15 1:04,no,0.5929,a lady dancing.,a tattooed blond woman is holding a purse.,
679987434,finalized,5,2/22/15 1:04,no,0.8062,men hanging out.,a man wearing a colorful helmet while on some type of motorcycle or scooter.,
679987435,finalized,5,2/22/15 0:54,no,0.7965,men hanging out.,"a man wearing a bright, multi-color helmet is sitting on a motorcycle.",
679987436,finalized,5,2/22/15 1:10,no,0.8106,men hanging out.,a motorcyclist is sporting a very colorful helmet.,
679987437,finalized,5,2/22/15 0:44,no,1,men hanging out.,a guy is riding and has on an interesting helmet.,
679987438,finalized,5,2/22/15 2:03,unk,0.4002,a rider does a trick.,3 people passing the bus stop while on a bike ride down the street.,
679987439,finalized,5,2/22/15 1:43,no,0.6022,a rider does a trick.,a picture of people riding bicycles on a cobble street.,
679987440,finalized,5,2/22/15 0:42,no,0.6086,a rider does a trick.,several people are riding bicycles on a brick pathway.,
679987441,finalized,5,2/22/15 1:22,yes,0.5826,a rider does a trick.,a park scene featuring people riding bikes.,
679987442,finalized,5,2/22/15 1:23,yes,0.8181,a crowd socializing.,a jewish family joins for dinner on a sunday to worship.,
679987443,finalized,5,2/22/15 1:22,yes,1,a crowd socializing.,a jewish gathering of people such as dinner or prayer.,
679987444,finalized,5,2/22/15 1:13,yes,1,a crowd socializing.,a group of people having a dinner party.,
679987445,finalized,5,2/22/15 2:23,yes,0.6205,a crowd socializing.,a jewish family having a meeting.,
679987446,finalized,5,2/22/15 0:45,no,0.7896,a man standing in front of a shop.,a female dressed in black is holding a walking stick in the far right of an image taken inside a building while 4 males watch her and read from a script.,
679987447,finalized,5,2/22/15 1:10,no,0.8097,a man standing in front of a shop.,a few people are sitting down watching a woman present something in a classroom as an gentleman looks reluctant in the background.,
679987448,finalized,5,2/22/15 1:43,no,0.6123,a man standing in front of a shop.,there is a performance with a man in a t-shirt and jeans with a woman in all black while an audience watches and laughs.,
679987449,finalized,5,2/22/15 1:36,no,0.7915,a man standing in front of a shop.,"a woman dressed in jeans and a shirt, auditioning for a play, while a man waits for his turn.",
679987450,finalized,5,2/22/15 0:43,no,0.6364,a group of girls sits.,small child in lavender coat flips through a paperback book while sitting on a multicolored bench in front of classroom supplies.,
679987451,finalized,5,2/22/15 2:26,no,0.6362,a group of girls sits.,"a black girl in a purple jacket is looking at a book, as she sits on a colorful chair.",
679987452,finalized,5,2/22/15 0:48,no,0.8259,a group of girls sits.,a very young female is sitting and looking at a book she is about to open.,
679987453,finalized,5,2/22/15 2:36,no,0.6242,a group of girls sits.,a female child turns the page of a book while she sits on a colorful stool,
679987454,finalized,5,2/22/15 2:17,no,0.7986,a brown dog walks on grass.,a tan dog and a black dog fighting inside a fenced yard.,
679987455,finalized,5,2/22/15 0:25,no,0.6272,a brown dog walks on grass.,two dogs biting each other playfully while jumping,
679987456,finalized,5,2/22/15 0:54,no,0.6066,a brown dog walks on grass.,a german shepherd and a tan dog are fighting.,
679987457,finalized,5,2/22/15 1:23,no,0.8066,a brown dog walks on grass.,a brown dog is biting a black dog.,
679987458,finalized,5,2/22/15 1:34,yes,1,a skater leaps.,"skateboarding wearing black pants, a white shirt, and a blue hat performing a skateboarding trick while three spectators look on in the background.",
679987459,finalized,5,2/22/15 0:54,yes,0.6231,a skater leaps.,"a man is skateboarding in a park, and he is on a wall, and there are other skateboarders in the background.",
679987460,finalized,5,2/22/15 0:45,yes,0.8009,a skater leaps.,a skateboarder is perfecting his trick on a wall.,
679987461,finalized,5,2/22/15 0:58,yes,0.6059,a skater leaps.,a skateboarder grinds on a cement obstacle.,
679987462,finalized,5,2/22/15 0:37,no,1,a woman jumping.,"an asian girl makes a surprised face while wearing a shirt that says ""radio""",
679987463,finalized,5,2/22/15 1:38,no,0.5904,a woman jumping.,an asian girl looking surprised in front of a brick window,
679987464,finalized,5,2/22/15 1:27,no,0.6167,a woman jumping.,girl wearing radio t-shirt has open mouth,
679987465,finalized,5,2/22/15 1:09,no,0.5928,a woman jumping.,a lady looks surprised.,
679987466,finalized,5,2/22/15 2:04,no,1,man barbecuing.,"two men, one younger than the other and wearing glasses, sit on the beach in shorts and read magazines.",
679987467,finalized,5,2/22/15 1:55,no,0.4344,man barbecuing.,two people on the beach reading a magazine.,
679987468,finalized,5,2/22/15 2:03,no,0.6194,man barbecuing.,two men sitting in sand reading magazines.,
679987469,finalized,5,2/22/15 1:47,no,1,man barbecuing.,two men are sitting in the sand reading.,
679987470,finalized,5,2/22/15 1:42,no,0.8227,soldiers talking.,a man with long dreadlocks is stopped by two men in blue uniforms.,
679987471,finalized,5,2/22/15 0:44,no,1,soldiers talking.,a police officer is talking to a tall man with dreadlocks.,
679987472,finalized,5,2/22/15 1:56,no,0.8144,soldiers talking.,a man with long hair getting stopped by security guards.,
679987473,finalized,5,2/22/15 1:18,no,0.6143,soldiers talking.,tall man being stopped by an officer.,
679987474,finalized,5,2/22/15 1:13,no,1,women wrestle.,a lady with a red t-shirt is sitting in a green chair and talking while using her laptop.,
679987475,finalized,5,2/22/15 1:02,no,1,women wrestle.,brunette woman wearing a red t-shirt lounging outside with a laptop on her lap.,
679987476,finalized,5,2/22/15 1:51,no,1,women wrestle.,a young lady in a red shirt is sitting out in public using a laptop.,
679987477,finalized,5,2/22/15 1:47,no,0.8152,women wrestle.,a girl in a red shirt is sitting with a laptop on her lap.,
679987478,finalized,5,2/22/15 0:51,no,0.8064,men pulled by animals.,a man with a cowboy hat is riding a horse that is jumping.,
679987479,finalized,5,2/22/15 2:09,yes,0.5841,men pulled by animals.,a cowboy riding on his horse that is jumping in the air.,
679987480,finalized,5,2/22/15 0:44,yes,0.4227,men pulled by animals.,a cowboy balances on his horse in a rodeo.,
679987481,finalized,5,2/22/15 1:14,no,1,men pulled by animals.,man wearing a cowboy hat riding a horse.,
679987482,finalized,5,2/22/15 2:20,no,0.6202,a child holding a bouquet.,a little girl with a flower on her swimsuit stands on a lake-beach while others frolic in the background.,
679987483,finalized,5,2/22/15 2:40,yes,0.5614,a child holding a bouquet.,a young girl in a swimsuit stands silently on a small beach.,
679987484,finalized,5,2/22/15 2:13,no,0.8245,a child holding a bouquet.,a little girl on the beach with a shovel in hand.,
679987485,finalized,5,2/22/15 0:43,unk,0.6129,a child holding a bouquet.,little girl standing in sand at the beach.,
679987486,finalized,5,2/22/15 0:26,no,1,woman driving.,a girl with frizzy red-hair under an army cap and thick white rimmed glasses smiles as she paints a very colorful abstract painting on the beach while surrounded by other beach goers.,
679987487,finalized,5,2/22/15 1:38,no,1,woman driving.,a girl wearing a tan shirt and blue shorts smiles while painting.,
679987488,finalized,5,2/22/15 1:12,no,1,woman driving.,the lady is creating a painting outside.,
679987489,finalized,5,2/22/15 0:53,no,1,woman driving.,a woman painting at an outdoor festival.,
679987490,finalized,5,2/22/15 0:29,no,0.8131,a man reading.,"3 men on a boat at sea, with multiple seagulls in the background.",
679987491,finalized,5,2/22/15 0:50,unk,0.5613,a man reading.,the gentlemen are on the boat deck relaxing.,
679987492,finalized,5,2/22/15 2:02,no,0.4341,a man reading.,these fisherman are on a boat out to sea.,
679987493,finalized,5,2/22/15 2:00,no,0.3978,a man reading.,several men are outside on a boat.,
679987494,finalized,5,2/22/15 0:47,no,1,some boys sitting.,a young child smiling while on a swing at a playground.,
679987495,finalized,5,2/22/15 1:32,no,0.6035,some boys sitting.,the small child is leaning back in a child swing.,
679987496,finalized,5,2/22/15 0:26,no,0.405,some boys sitting.,a blond boy in green is on a swing.,
679987497,finalized,5,2/22/15 1:14,no,0.8211,some boys sitting.,toddler boy smiling while in a swing,
679987498,finalized,5,2/22/15 0:53,no,0.811,several children sit.,a little girl playing with a knob on a closet in a room and a little boy jumping on someone on a bed.,
679987499,finalized,5,2/22/15 2:21,no,0.8188,several children sit.,a young boy in a tigger shirt stands on top of someone lying in a bed.,
679987500,finalized,5,2/22/15 1:14,no,0.602,several children sit.,a boy with a tiger t-shirt stands on top of someone in a bed.,
679987501,finalized,5,2/22/15 2:14,unk,0.6178,several children sit.,a boy and girl are playing in bed on top of their father.,
679987502,finalized,5,2/22/15 1:30,unk,0.5849,a group waving.,a large crowd of spectators and photographers stands behind a barrier while two police officers stand guard.,
679987503,finalized,5,2/22/15 2:09,yes,0.5964,a group waving.,many people are gathered on the side of a road with camera watching whatever is oncoming.,
679987504,finalized,5,2/22/15 0:49,no,0.417,a group waving.,"a group of people are standing behind a fence, many are taking photographs.",
679987505,finalized,5,2/22/15 1:53,unk,0.3936,a group waving.,police and the crowd look on in asia.,
679987506,finalized,5,2/22/15 1:03,no,0.7921,pedestrians walk.,a little girl in a white dress walking along side a small stream while touching her foot to a rock and holding her hair out of her face.,
679987507,finalized,5,2/22/15 2:07,no,0.4126,pedestrians walk.,a young girl dressed in nice springtime clothes is strolling on a lawn by a man-made creek and pond.,
679987508,finalized,5,2/22/15 0:51,no,1,pedestrians walk.,a young little girl in a dress stands and admires a creek.,
679987509,finalized,5,2/22/15 0:32,no,0.4128,pedestrians walk.,a young girl walking along side a small creek,
679987510,finalized,5,2/22/15 1:11,no,0.6189,a bunch walking.,a small toddler wearing a stripe shirts and purple pants runs happily down a sidewalk.,
679987511,finalized,5,2/22/15 1:12,no,1,a bunch walking.,a little child walking on a concrete ledge.,
679987512,finalized,5,2/22/15 1:10,no,1,a bunch walking.,a toddler runs toward the camera at a park.,
679987513,finalized,5,2/22/15 0:32,no,1,a bunch walking.,child running on a sidewalk.,
679987514,finalized,5,2/22/15 1:12,no,0.8034,a child is standing.,"as the camera looks out from a car window, men put out a fire in a pickup truck by the side of the road.",
679987515,finalized,5,2/22/15 1:30,no,1,a child is standing.,a man running to help a car from burning after a hot sunny day in grand canyon.,
679987516,finalized,5,2/22/15 1:43,no,0.7977,a child is standing.,a fireman douses a red truck that is smoking as a police officer approaches.,
679987517,finalized,5,2/22/15 0:54,no,1,a child is standing.,there is a truck on fire.,
679987518,finalized,5,2/22/15 2:29,no,0.4304,man doing some kind.,"two men, one in a suit jacket and the other in a sweatshirt, are talking at a party.",
679987519,finalized,5,2/22/15 1:05,no,0.4224,man doing some kind.,two men are standing in a group appear to look at something.,
679987520,finalized,5,2/22/15 0:35,no,0.8021,man doing some kind.,two men in a group of people looking down at something.,
679987521,finalized,5,2/22/15 0:43,no,0.5835,man doing some kind.,people gather together in an art gallery.,
679987522,finalized,5,2/22/15 0:56,no,1,children playing in a puddle.,blond-haired girl in pink dress with blue striped hula-hoop swinging around her neck.,
679987523,finalized,5,2/22/15 1:16,no,0.8127,children playing in a puddle.,a little girl in a pick dress hula hoops with her neck outside.,
679987524,finalized,5,2/22/15 1:46,no,0.6088,children playing in a puddle.,a girl wearing a pink dress swings a hula hoop around her neck.,
679987525,finalized,5,2/22/15 0:46,no,0.6016,children playing in a puddle.,blond girl paying with a hula hoop.,
679987526,finalized,5,2/22/15 0:39,no,1,a dog holds a stick.,a black dog on a yard of grass is catching a blue and red ball in its mouth.,
679987527,finalized,5,2/22/15 1:48,no,0.6107,a dog holds a stick.,a dog catches a colored ball while standing in the grass.,
679987528,finalized,5,2/22/15 1:51,no,1,a dog holds a stick.,a small black dog playing with a ball in the grass.,
679987529,finalized,5,2/22/15 0:56,no,1,a dog holds a stick.,a black dog catches a red and blue tennis ball.,
679987530,finalized,5,2/22/15 0:56,no,1,a group dancing.,a crowd shopping for olives at the market being helped by people wearing green aprons.,
679987531,finalized,5,2/22/15 1:24,no,0.8085,a group dancing.,a crowd gathers in front of a stand from which a man and two women sell food.,
679987532,finalized,5,2/22/15 1:37,no,1,a group dancing.,people gathered around an olive vendor at a farmers market.,
679987533,finalized,5,2/22/15 1:24,no,0.8082,a group dancing.,many people outside at a busy street market,
679987534,finalized,5,2/22/15 0:56,no,1,a woman thinks.,two women with black hair wearing flower leis standing in a store with a baby in a baby stroller.,
679987535,finalized,5,2/22/15 1:02,no,0.4114,a woman thinks.,two women are standing in a store with a baby in a blue stroller.,
679987536,finalized,5,2/22/15 1:59,unk,0.4164,a woman thinks.,two women and a baby in a stroller in front of a store.,
679987537,finalized,5,2/22/15 1:48,no,0.6283,a woman thinks.,a picture of some people and a baby in a store.,
679987538,finalized,5,2/22/15 1:54,no,0.4285,a man with a hat walking.,a man in an orange shirt standing on the grass just off the path while a woman in a blue shirt looks back at him from farther up the cement path.,
679987539,finalized,5,2/22/15 1:54,yes,0.5689,a man with a hat walking.,a man in an orange shirt is holding an object and speaking to a girl in a blue shirt who is looking back at him.,
679987540,finalized,5,2/22/15 1:41,no,0.4277,a man with a hat walking.,a man in an orange shirt is standing by a sidewalk.,
679987541,finalized,5,2/22/15 1:50,no,0.619,a man with a hat walking.,a man and a woman on a path.,
679987542,finalized,5,2/22/15 1:51,yes,0.3862,the woman clapping.,two women with black hair wearing flower leis standing in a store with a baby in a baby stroller.,
679987543,finalized,5,2/22/15 1:13,no,1,the woman clapping.,two women are standing in a store with a baby in a blue stroller.,
679987544,finalized,5,2/22/15 1:54,unk,0.3975,the woman clapping.,two women and a baby in a stroller in front of a store.,
679987545,finalized,5,2/22/15 0:58,no,0.5997,the woman clapping.,a picture of some people and a baby in a store.,
679987546,finalized,5,2/22/15 2:04,no,0.6374,a man talking to a girl.,a woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.,
679987547,finalized,5,2/22/15 2:04,no,1,a man talking to a girl.,a woman crouches and takes a picture of another woman holding her hand to her head.,
679987548,finalized,5,2/22/15 2:10,no,0.5989,a man talking to a girl.,a girl posing on a open stone walkway for a picture taken by a friend.,
679987549,finalized,5,2/22/15 1:16,no,0.8319,a man talking to a girl.,a woman kneels to take a photo of another woman in an open plaza.,
679987550,finalized,5,2/22/15 0:23,no,0.8564,a woman and child sitting on a bench.,"two toddlers, one wearing purple, and the other wearing white, sit before each other on a wood floor.",
679987551,finalized,5,2/22/15 0:49,no,0.8051,a woman and child sitting on a bench.,a blond baby is watching a dark-haired baby chew on a blue toy.,
679987552,finalized,5,2/22/15 0:25,no,1,a woman and child sitting on a bench.,two babies are sitting on the floor facing each other.,
679987553,finalized,5,2/22/15 1:00,no,0.6088,a woman and child sitting on a bench.,"two babies looking at each other, one with a toy.",
679987554,finalized,5,2/22/15 1:57,no,1,a child skateboarding.,"a little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water.",
679987555,finalized,5,2/22/15 0:43,no,1,a child skateboarding.,the young girl enjoys the day in her swimsuit while splashing playfully in the water.,
679987556,finalized,5,2/22/15 0:45,no,1,a child skateboarding.,little black girl in a swimming suite is being sprayed by a water fountain.,
679987557,finalized,5,2/22/15 0:53,no,1,a child skateboarding.,a black girl being splash in water.,
679987558,finalized,5,2/22/15 1:10,no,0.4248,kids listening.,two little girls are sitting in a sandpit next to a row of sand castles.,
679987559,finalized,5,2/22/15 0:59,no,0.621,kids listening.,two young girls making upside down cupcake shapes in the sand.,
679987560,finalized,5,2/22/15 1:18,no,0.8069,kids listening.,two little girls make sandcastles in a sandbox.,
679987561,finalized,5,2/22/15 1:25,no,0.618,kids listening.,two girls play in a sand box.,
679987562,finalized,5,2/22/15 1:44,yes,0.7947,a large group walking.,a group dressed in wintery attire of people on a sidewalk in washington d.c.,
679987563,finalized,5,2/22/15 1:26,no,1,a large group walking.,a crowd of people views newspaper covers in washington d.c.,
679987564,finalized,5,2/22/15 2:13,yes,0.5852,a large group walking.,a crowd of people in front of a memorial in washington dc.,
679987565,finalized,5,2/22/15 1:55,yes,0.791,a large group walking.,lots of people gathering in a line.,
679987566,finalized,5,2/22/15 1:58,no,0.441,two men doing work.,"a group of six caucasian men are standing on scaffolding laughing, drinking water, and taking pictures.",
679987567,finalized,5,2/22/15 0:42,no,0.5993,two men doing work.,a group of people are gathered on a scaffold at some sort of event.,
679987568,finalized,5,2/22/15 1:24,yes,0.817,two men doing work.,some men are standing on scaffolding.,
679987569,finalized,5,2/22/15 1:05,yes,0.6069,two men doing work.,men wave from scaffolding.,
679987570,finalized,5,2/22/15 2:04,no,0.6315,several children leaping.,"two children in a balloon that lets them walk on water, having fun on a sunny day.",
679987571,finalized,5,2/22/15 1:34,yes,0.6067,several children leaping.,these kids are testing out the new balloons allowing them to walking over water.,
679987572,finalized,5,2/22/15 1:51,yes,0.5867,several children leaping.,two boys in huge bubbles on the water.,
679987573,finalized,5,2/22/15 2:05,unk,0.6387,several children leaping.,cannot see picture to describe.,
679987574,finalized,5,2/22/15 0:56,no,0.7944,a boy leaping.,a little blond-haired girls peers at the camera through the leaves on the tree that she sits on.,
679987575,finalized,5,2/22/15 2:31,no,1,a boy leaping.,a young girl looking down through some leaves from atop a tree.,
679987576,finalized,5,2/22/15 0:36,no,1,a boy leaping.,a little blond girl with a pink coat hides in a tree.,
679987577,finalized,5,2/22/15 1:25,no,1,a boy leaping.,the young girl happily plays in the tree.,
679987578,finalized,5,2/22/15 1:24,no,0.4131,a woman holding a pitcher.,"four people gather around a food truck, two sitting and two standing near the condiments table and a trashcan.",
679987579,finalized,5,2/22/15 1:54,no,0.4311,a woman holding a pitcher.,a woman in a pink sweater sitting next to a man in a white windbreaker in front of a mobile food van.,
679987580,finalized,5,2/22/15 1:08,no,0.794,a woman holding a pitcher.,two people are sitting down next to a white van and eating.,
679987581,finalized,5,2/22/15 2:17,no,0.8243,a woman holding a pitcher.,a small group of people are visiting each other outside.,
